sentence,label
"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot",joy
"I wish I could fast forward  months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure ",fear
"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",fear
@MFlanders no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.,love
Go help the cause.@plantingaseed.net. #recovery  #sober #addiction,sadness
"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.",joy
@Myahrissavietta I'm cheery now ????,joy
unemployment line here i come.,surprise
"yeye! let's tweet again tomorrow, honey",love
just got Up and going to get ready to go to meadowhall ;) can't believe my internet broke yesterday  GUTTED,love
@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia,fear
@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...,love
Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!',sadness
I wish my sister lived near me,surprise
"If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.",sadness
@outmagazine jesus heck you're awful,fear
@sugafactory omg me 2 !! Haha i was half an hour late 4 work whoops !! Hahaha i h8 workin sat mornins,surprise
such a nice day and i'm gonna be stuck inside all night,love
Robbie Wadge where are you? Does anyone know Robbie? Calling Robbie!,love
Last song .. then I really have to go  ? http://blip.fm/~5jbvo,love
Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous ??,fear
listening to the new demo! This song is going to be fantastic once its done!,surprise
"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",fear
@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger
@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging.  #scam,sadness
"ìBe #positive, #cheerful, #grateful and expectant.î @NightingaleEarl  #Success #Leadership",joy
@matalatine I scare you? No!,surprise
Patriot rookie QB Jacoby Brissett  to start vs Houston tomorrow nite.\n\n'Been a learning process since I got here.Gotta be ready to go.',fear
@ItsPrecious that's meAn,surprise
"Charlotte and a friend just climbed to the top of a windmill! Think the view was easy, breezy, beautiful? @PlayHollywoodU",joy
"@ClareAshford  I blocked him too, lets hope it just goes away forever",surprise
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,joy
has work tom.,fear
I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout @norabf and have missed the segment about Chevron,surprise
@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,fear
"@NationalGallery Wait, no, is there a secret Leonardo drawing slipped inside one of the books?",love
Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO,fear
Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,anger
@HelenCrozier Yes- It was fun to connect with her! Pls tell her hello- can't find her on Twitter.,surprise
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness
come on let's make em hate ??make em pout they face ????.,sadness
@Steeeevie_ breezy luvvvv,joy
"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",love
??Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.?? #anger \n\n~Mark Twain,anger
Panpiper playing Big River outside The Bridges in SR ,anger
@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol,sadness
@sabrepulse you've got the H1N1 tsk tsk tsk it's a shame  haha feel better bro,love
@lenje - Still a pity it comes with no lamb though,anger
@MrsTaraX @PlateGotAte YES! I am rejoicing,joy
Having a great chat with a friend. He's totally putting my mind at ease,love
@wuzzyangel You never answered your DM I sent you....   I need your info...,surprise
"@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. #panic",fear
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,fear
"@NahteWilly @AFP that was neither intelligent, definitive or useful shall I name call or would you like to expand on how I have offend you ?",anger
damn being drunk and hot sucks,love
@kateemick what a nightmare,fear
@santojay They assume you won't be able to afford traveling anymore now that you've got a contract with them,love
I have 2 files I need to merge based on 2 columns. I have tried using awk as well as tried combining the 2 columns using _ and then using the join command. When using join,sadness
@BrianLimond Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people's souls after accidents,fear
"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today....",surprise
mmmm i'm kinda sad i hope i can shake this before school,fear
"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern",fear
#RIPKara i could have seen her at a local mall or any school football games. im disheartened,sadness
Watch this amazing live.ly broadcast by @katyy.mae  #musically,joy
"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*",joy
@el_tityboi bc it's a gloomy day Tony,sadness
"if you're as lovesick as I am, give me a call, we should go bowling and complain about love",love
On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy,fear
Punchline king is back! @Paedeezy ???????????????????? #bright city lights,joy
@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!,fear
I don't talk about politics because people nowadays get offended easily!,anger
sometimes im sad then remember Margaret Thatcher is dead and then i rejoice,joy
I just finished first season six feet under,love
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,joy
Hahahahaha i rember when i riped that william picture out of one of claires mags. I beated zoe to it,love
Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,joy
I've been experimenting with Linq to see what it can do - and I'm really loving it so far :) I wrote some queries for an algorithm,fear
felt a bit shit getting a very high blood sugar then i remembered it's my first one above  this week which is incredible for me! #happy,joy
Love this! Laughing while crying works too! #katherinemansfield #failure #laughter #dealingwithfailure,joy
We're going to get City in the next round for a revenge.,anger
Why have I only just started watching glee this week I am now addicted ??  #GLEEK,joy
New @shackletonmusic single bought! It is awesome!! Well done boys!,surprise
"@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck ??",anger
@itsonlywords You're welcome!,surprise
This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,anger
@crazyness  o sweet i saw him last year with kenny &amp; sugarland will be with kenny this year.. i have seen them b4... love them.. gknight,surprise
once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,fear
@AlexanderGWhite daaammmnnnnn I do wish I was there.,love
@MuddyTheFox aww  but typing from beyond the grave...impressive,surprise
THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP. ,fear
I wanna go to fright fest with squad,fear
@Mellecita oh nice! i'm jealous!! i don't know what i am going to do when they are all gone!,fear
Phone will die soon. What to do now? Oh no!,sadness
Watch this amazing live.ly broadcast by @haythatjamile  #musically,joy
"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban",sadness
@KevinB what an excellent resource! That just made my life waaaaay easier!,love
"@Theshadeshit \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness
@zoeatthedisco lol hell yes i'm keen. WE'RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER,love
@Epic_War_MT I'm no longer blue,surprise
Y'all tune into Snapchat for Beans funereal,sadness
Brexit: Rise in hate crime in region since EU referendum result  ¬† #Shropshirepic.twitter.com/ g c n b,sadness
i love my mummy,love
"dinner smells good...man i'm hungry. so sunny outside, wish i was at wonderland",surprise
"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson",joy
